Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16945925052,"Jan 5, 2026, 2:55:23 PM",Afternoon Weight Training,Weight Training,,1624,0,144.0,3,false,,,activities/18039206837.fit.gz,,,1624.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,90.0,,,165.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,18.0,,,,,,,,,,""
16941830106,"Jan 5, 2026, 6:31:53 AM",Morning Ride,Ride,,1402,5.06,154.0,6,true,,commuter ,activities/18035060904.fit.gz,,12.0,1402.0,1026.0,5064.8,8.786,4.936,13.0,4.0,-4.2,10.0,34.0,0.2,,,,,154.0,129.0,,77.0,224.0,,,6.0,,,,,,,,,,,,,1.0,,1.0,,1767592800.0,6.0,1.6,-2.8,-0.8,0.84,1008.3,4.2,8.7,237.0,0.8,1767599440.0,1767627999.0,0.625,13396594.0,,0.77,6.0,0.94,7832.0,0.0,,,,,,3.613,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16933888424,"Jan 4, 2026, 12:02:47 PM",ROUVY - Skip the Dip  Lite | Trek Travel,Virtual Ride,⭐ 213 XP | 🚀 level 59 | 🚲 ROUVY Official | 📍 ridden in 🇪🇸 | 🌍 29/71 travel progress | https://rouvy.com/world,1979,8.96,177.0,57,false,,Kickr Shift,activities/18027011714.fit.gz,,10.0,1979.0,1979.0,8960.2,13.1,4.528,358.0,10.6,184.6,531.4,10.5,3.9,,,109.0,94.0,177.0,157.0,,232.0,439.0,,,57.0,459000.0,,,,,,,,244.0,1980.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,4.528,0.0,,,,,0.0,,38.0,84.0,,,,0.0,0.0,,,,,,,,media/3a2c2c68-a454-480c-bdfe-de286f79a286.jpg|media/40be406a-6f1f-49f9-8c33-109b4f074506.jpg|media/f186dfc9-199e-42ca-9582-7d2bbf6bd665.jpg|media/a3cad46d-6497-4c9d-89c5-6d16a7fb167a.jpg|media/9389df84-bf9d-4d98-be06-2c81a12cbe66.jpg
16914613883,"Jan 2, 2026, 4:23:05 PM",ROUVY - Alto Milluni | Bolivia,Virtual Ride,⭐ 233 XP | 🚀 level 59 | 🚲 ROUVY Official | 📍 ridden in 🇧🇴 | 🌍 29/71 travel progress | https://rouvy.com/world,2303,21.20,181.0,50,false,,Kickr Shift,activities/18007518413.fit.gz,,10.0,2303.0,2303.0,21200.7,20.88,9.206,290.0,490.6,4333.0,4658.6,11.7,-1.0,,,111.0,88.0,181.0,151.0,,206.0,454.0,,,50.0,474000.0,,,,,,,,245.0,2304.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,9.206,21201.2,,,,,0.0,,45.0,84.0,,,,0.0,0.0,,,,,,,,media/66bc2891-d8e9-4520-9a49-ee89b34cb56d.jpg|media/c38d20df-0fc2-4ce9-8d1a-ea85c4bb6839.jpg|media/21edcfee-1b34-41af-89e4-3ee05e573562.jpg|media/4109a6d1-bd8a-4203-9bf9-fe6a5f73e8fc.jpg|media/34b018c9-f6f6-407f-a982-8dab5a2c894d.jpg
16893770158,"Dec 31, 2025, 12:22:45 PM",ROUVY - Copacabana | Titicaca | Bolivia,Virtual Ride,⭐ 219 XP | 🚀 level 59 | 🚲 ROUVY Official | 📍 ridden in 🇧🇴 | 🌍 29/71 travel progress | https://rouvy.com/world,2201,20.25,177.0,45,false,,Kickr Shift,activities/17986314551.fit.gz,,10.0,2201.0,2201.0,20249.0,25.78,9.2,219.0,417.0,3869.6,4268.0,8.8,-1.0,,,116.0,87.0,177.0,147.0,,194.0,406.0,,,45.0,425000.0,,,,,,,,225.0,2202.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,9.2,0.0,,,,,0.0,,37.0,78.0,,,,0.0,,,,,,,,,media/18048733-c0e1-4a3d-9cc1-9fc6cc35c093.jpg|media/6458329d-968b-4410-8e97-6f81be04e1f9.jpg|media/fbe4a6f0-3bc4-4720-b212-08f4193ad47f.jpg|media/b5392426-4771-4ccb-a658-5f0f352650b8.jpg
16838746392,"Dec 25, 2025, 6:04:57 PM",Evening Walk,Walk,,545,0.74,120.0,1,false,,,activities/17930348638.fit.gz,,,545.0,545.0,739.2,1.762,1.356,17.0,16.0,38.6,56.4,42.9,0.4,,,57.0,54.0,120.0,101.0,,,71.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,1766685600.0,2.0,2.9,-4.8,-1.3,0.74,1026.2,6.4,11.9,65.0,0.0,1766649917.0,1766678388.0,0.125,,,0.0,1.0,0.56,37076.9,0.0,,,,,,1.356,386.5,,,,936.0,0.0,,,,,,,,,,,,,,,,""
16830225766,"Dec 24, 2025, 2:15:55 PM",Afternoon Walk,Walk,,2610,3.86,113.0,4,false,,,activities/17921651181.fit.gz,,,2610.0,2480.0,3863.7,3.12,1.558,51.0,52.0,47.6,84.8,13.9,-0.1,,,61.0,57.0,113.0,90.0,,,329.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,1766584800.0,8.0,5.8,-1.4,-0.3,0.65,1031.7,8.0,14.7,57.0,0.0,1766563509.0,1766591965.0,0.125,,,0.0,1.0,0.22,36666.1,0.0,,,,,,1.48,0.0,,,,4604.0,0.0,,,,,,,,,,,,,,,,""
16784171075,"Dec 19, 2025, 12:03:29 PM",Afternoon Ride,Ride,,884,5.05,153.0,5,true,,commuter ,activities/17874942879.fit.gz,,12.0,884.0,802.0,5051.0,8.0,6.298,17.0,14.0,2.6,9.6,10.5,0.0,,,,,153.0,121.0,,115.0,164.0,,,5.0,,,,,,,,,,,,,1.0,,1.0,,1766145600.0,3.0,10.3,5.3,7.0,0.8,1016.4,4.8,8.9,245.0,0.0,1766130488.0,1766158324.0,0.875,13396594.0,,0.86,5.0,0.96,34814.0,0.0,,,,,,5.714,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16782276736,"Dec 19, 2025, 6:37:15 AM",Morning Ride,Ride,,935,5.10,137.0,3,true,,commuter ,activities/17873023321.fit.gz,,12.0,935.0,935.0,5104.3,7.46,5.459,9.0,8.0,2.2,8.8,12.8,0.0,,,,,137.0,114.0,,79.0,160.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1766124000.0,5.0,10.4,6.3,9.5,0.94,1011.6,4.9,9.8,222.0,0.9,1766130488.0,1766158337.0,0.875,13396594.0,,0.87,5.0,0.99,8362.0,0.0,,,,,,5.459,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
16777525629,"Dec 18, 2025, 3:53:31 PM",Afternoon Ride,Ride,,1122,5.02,152.0,7,true,,commuter ,activities/17868243744.fit.gz,,12.0,1122.0,945.0,5022.9,7.78,5.315,20.0,20.0,-0.6,6.6,43.9,0.0,,,,,152.0,132.0,,89.0,223.0,,,7.0,,,,,,,,,,,,,1.0,,1.0,,1766070000.0,8.0,11.1,4.8,7.8,0.8,1009.5,7.1,14.0,176.0,0.0,1766044037.0,1766071909.0,0.875,13396594.0,,0.71,5.0,0.96,30341.0,0.0,,,,,,4.477,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
16777344518,"Dec 18, 2025, 3:12:36 PM",Afternoon Weight Training,Weight Training,,2073,0,152.0,5,false,,,activities/17868062287.fit.gz,,,2073.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,152.0,94.0,,,237.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,,,,,,,,,""
16773713899,"Dec 18, 2025, 6:30:01 AM",Morning Ride,Ride,,838,5.11,136.0,2,true,,commuter ,activities/17864378489.fit.gz,,12.0,838.0,838.0,5112.4,8.111,6.101,13.0,7.0,0.6,7.8,4.2,0.1,,,,,136.0,112.0,,106.0,143.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1766037600.0,8.0,7.8,0.6,5.4,0.85,1013.2,7.4,14.3,197.0,0.0,1766044042.0,1766071914.0,0.875,13396594.0,,0.72,5.0,0.92,28264.0,0.0,,,,,,6.101,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
16769020178,"Dec 17, 2025, 5:04:26 PM",ROUVY - 15 Minute Cool-down,Virtual Ride,⭐ 6 XP | 🚀 level 59 | 🚲 ROUVY Official | 📍 ridden in 🇨🇭 | 🌍 28/71 travel progress | https://rouvy.com/world,65,0.40,126.0,0,false,,Kickr Shift,activities/17859622161.fit.gz,,10.0,65.0,65.0,399.0,12.72,6.138,11.0,9.0,1281.6,1292.0,7.9,0.3,,,77.0,68.0,126.0,116.0,,147.0,9.0,,,0.0,10000.0,,,,,,,,114.0,66.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,6.138,0.0,,,,,0.0,,0.0,39.0,,,,,,,,,,,,,media/c6a73f8b-e374-49f7-9bb8-9a12ebe165f8.jpg|media/ec423fa6-2fad-4d8d-83be-a297f2f2fa6c.jpg|media/02c7ff6d-7677-42ae-b2b7-8891d51272f6.jpg
16769003718,"Dec 17, 2025, 4:27:58 PM",ROUVY - Pamir Highway | Tajikistan,Virtual Ride,💪 108 training load | ⭐ 229 XP | 🚀 level 58 | 🚲 ROUVY Official | 📍 ridden in 🇹🇯 | 🌍 28/71 travel progress | https://rouvy.com/world,2155,19.08,168.0,36,false,,Kickr Shift,activities/17859605589.fit.gz,,10.0,2155.0,2155.0,19079.4,13.36,8.854,183.0,34.6,3954.6,4094.8,5.8,0.7,,,103.0,86.0,168.0,146.0,,234.0,482.0,,,36.0,505000.0,,,,,,,,259.0,2156.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,8.854,0.0,,,,,0.0,,47.0,89.0,,,,0.0,,,,,,,,,media/2d32e590-50df-44e7-bacf-d9cd16e80bbb.jpg|media/4b268246-6c58-49c6-9edf-e35c31776726.jpg|media/e81f83ea-9f06-41a0-b60a-417b045ee0b4.jpg|media/301c41d6-2436-42af-9ae8-327808c11407.jpg
16768583318,"Dec 17, 2025, 3:54:43 PM",Afternoon Ride,Ride,,966,5.05,152.0,6,true,,commuter ,activities/17859182183.fit.gz,,12.0,966.0,846.0,5054.7,8.09,5.975,8.0,7.0,0.8,7.4,5.1,0.0,,,,,152.0,126.0,,84.0,184.0,,,6.0,,,,,,,,,,,,,1.0,,1.0,,1765983600.0,3.0,9.1,4.4,6.9,0.86,1016.6,5.0,9.3,221.0,0.0,1765957614.0,1765985491.0,0.875,13396594.0,,0.28,5.0,0.88,28527.0,0.0,,,,,,5.233,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16768405029,"Dec 17, 2025, 3:11:38 PM",Afternoon Weight Training,Weight Training,,2239,0,139.0,4,false,,,activities/17859001399.fit.gz,,,2239.0,2239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,139.0,94.0,,,233.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,92.0,,,,,,,,,,""
16764668663,"Dec 17, 2025, 6:47:14 AM",Morning Ride,Ride,,987,5.05,136.0,3,true,,commuter ,activities/17855219369.fit.gz,,12.0,987.0,902.0,5058.5,8.3,5.608,13.0,3.0,-2.6,7.8,4.0,0.1,,,,,136.0,113.0,,84.0,156.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1765951200.0,3.0,8.4,6.4,7.8,0.96,1014.8,3.0,6.0,216.0,0.0,1765957600.0,1765985496.0,0.875,13396594.0,,0.29,1.0,0.92,16378.0,0.0,,,,,,5.125,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16759086595,"Dec 16, 2025, 3:51:47 PM",Afternoon Ride,Ride,,938,5.05,164.0,11,true,,commuter ,activities/17849609106.fit.gz,,12.0,938.0,841.0,5057.6,8.35,6.014,5.0,6.0,-0.4,5.4,6.2,0.0,,,,,164.0,141.0,,87.0,215.0,,,11.0,,,,,,,,,,,,,1.0,,1.0,,1765897200.0,3.0,11.0,8.7,7.8,0.81,1011.6,3.2,7.3,186.0,0.0,1765871156.0,1765899076.0,0.875,13396594.0,,0.28,5.0,0.92,32032.0,0.0,,,,,,5.392,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16758919518,"Dec 16, 2025, 3:05:56 PM",Afternoon Weight Training,Weight Training,,2413,0,150.0,6,false,,,activities/17849439839.fit.gz,,,2413.0,2413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,150.0,102.0,,,315.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,134.0,,,,,,,,,,""
16755177469,"Dec 16, 2025, 6:47:43 AM",Morning Ride,Ride,,1088,5.03,132.0,2,true,,commuter ,activities/17845658575.fit.gz,,12.0,1088.0,919.0,5037.8,7.4,5.482,11.0,2.0,-1.6,9.0,9.0,0.2,,,,,132.0,112.0,,82.0,154.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1765864800.0,3.0,8.7,4.1,6.5,0.86,1009.7,4.9,9.2,158.0,0.0,1765871171.0,1765899085.0,0.875,13396594.0,,0.0,1.0,0.83,31416.0,0.0,,,,,,4.63,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16750315588,"Dec 15, 2025, 4:43:17 PM","ROUVY - Wakhan Valley, Ishkashim - Khorog | Tajikistan",Virtual Ride,💪 100 training load | ⭐ 203 XP | 🚀 level 58 | 🚲 ROUVY Official | 📍 ridden in 🇹🇯 | 🌍 28/71 travel progress | https://rouvy.com/world,1990,20.55,178.0,37,false,,Kickr Shift,activities/17840773669.fit.gz,,10.0,1990.0,1990.0,20549.0,16.54,10.326,147.0,193.4,2439.8,2521.6,11.7,-0.4,,,115.0,87.0,178.0,147.0,,218.0,415.0,,,37.0,434000.0,,,,,,,,245.0,1991.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,10.326,0.0,,,,,0.0,,39.0,84.0,,,,0.0,,,,,,,,,media/0177fffc-55be-4957-95cf-8adc41f99d44.jpg|media/259ece08-5ca3-4e38-b685-4a32a5604941.jpg|media/85686310-f1fc-4e18-a768-af4f3a145d63.jpg|media/4b35c59e-3c2e-46eb-ba12-dc7968a63403.jpg
16749818308,"Dec 15, 2025, 3:57:48 PM",Afternoon Ride,Ride,,763,3.84,102.0,1,true,,commuter ,activities/17840273264.fit.gz,,12.0,763.0,745.0,3841.3,7.083,5.156,12.0,11.0,2.0,6.0,6.2,0.0,,,,,102.0,83.0,,86.0,57.0,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1765810800.0,3.0,9.2,4.6,5.9,0.8,1009.9,4.8,10.1,173.0,0.0,1765784716.0,1765812680.0,0.875,13396594.0,,0.0,1.0,0.84,34104.0,0.0,,,,,,5.034,0.0,,,,,0.84,,,,,,,,,,,,,,,,""
16749238411,"Dec 15, 2025, 2:36:59 PM",Afternoon Ride,Ride,,720,4.17,158.0,6,true,,commuter ,activities/17839685152.fit.gz,,12.0,720.0,681.0,4169.3,8.82,6.122,11.0,6.0,2.0,9.4,7.4,0.1,,,,,158.0,123.0,,100.0,139.0,,,6.0,,,,,,,,,,,,,1.0,,1.0,,1765807200.0,2.0,8.9,4.9,5.7,0.8,1010.4,5.0,10.4,182.0,0.0,1765784706.0,1765812657.0,0.875,13396594.0,,0.0,1.0,0.38,32743.0,0.0,,,,,,5.791,0.0,,,,,0.91,,,,,,,,,,,,,,,,""
16746212998,"Dec 15, 2025, 6:45:40 AM",Morning Ride,Ride,,949,5.03,142.0,3,true,,commuter ,activities/17836610147.fit.gz,,12.0,949.0,843.0,5038.2,8.9,5.977,10.0,1.0,-2.8,8.6,2.4,0.1,,,,,142.0,115.0,,100.0,152.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1765778400.0,2.0,5.5,-0.7,4.0,0.9,1013.0,5.6,11.6,189.0,0.0,1765784709.0,1765812673.0,0.875,13396594.0,,0.0,1.0,0.61,26999.0,0.0,,,,,,5.309,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16722457830,"Dec 12, 2025, 2:20:03 PM",Afternoon Ride,Ride,,971,5.07,147.0,3,true,,commuter ,activities/17812505719.fit.gz,,12.0,971.0,871.0,5070.6,8.2,5.822,11.0,12.0,1.8,8.4,6.6,0.0,,,,,147.0,121.0,,79.0,178.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1765548000.0,3.0,11.0,7.5,8.6,0.85,1019.5,3.9,7.4,198.0,0.0,1765525356.0,1765553458.0,0.75,13396594.0,,0.0,1.0,0.98,29457.0,0.0,,,,,,5.222,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16711387214,"Dec 11, 2025, 9:59:49 AM",Morning Ride,Ride,,748,3.84,139.0,2,true,,commuter ,activities/17801289560.fit.gz,,12.0,748.0,715.0,3844.8,7.985,5.377,5.0,4.0,2.0,8.6,11.1,0.0,,,,,139.0,117.0,,78.0,133.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1765443600.0,3.0,7.9,3.9,6.8,0.93,1022.5,4.5,9.1,210.0,0.0,1765438887.0,1765467065.0,0.625,13396594.0,,0.0,1.0,0.73,22466.0,0.0,,,,,,5.14,0.0,,,,,0.84,,,,,,,,,,,,,,,,""
16710922204,"Dec 11, 2025, 8:45:04 AM",Morning Ride,Ride,,790,3.70,143.0,4,true,,commuter ,activities/17800814902.fit.gz,,12.0,790.0,685.0,3699.5,7.244,5.401,15.0,2.0,-2.6,11.2,23.5,0.4,,,,,143.0,130.0,,94.0,156.0,,,4.0,,,,,,,,,,,,,1.0,,1.0,,1765440000.0,3.0,7.6,3.5,6.7,0.94,1022.3,4.4,9.2,212.0,0.0,1765438882.0,1765467060.0,0.625,13396594.0,,0.0,1.0,0.75,23423.0,0.0,,,,,,4.683,0.0,,,,,0.8,,,,,,,,,,,,,,,,""
16707938866,"Dec 10, 2025, 10:11:04 PM",Night Ride,Ride,,440,2.13,142.0,2,true,,commuter ,activities/17797792858.fit.gz,,12.0,440.0,424.0,2130.4,6.533,5.025,10.0,5.0,5.2,13.6,8.7,0.2,,,,,142.0,132.0,,84.0,104.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1765404000.0,1.0,9.5,3.6,7.6,0.88,1020.9,5.3,10.2,236.0,0.0,1765352429.0,1765380657.0,0.625,13396594.0,,0.0,1.0,0.01,31303.0,0.0,,,,,,4.842,0.0,,,,,0.46,,,,,,,,,,,,,,,,""
16702033170,"Dec 10, 2025, 10:08:04 AM",Lunch Weight Training,Weight Training,,1808,0,142.0,4,false,,,activities/17791841159.fit.gz,,,1808.0,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,98.0,,,218.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,20.0,,,,,,,,,,""
16700705942,"Dec 10, 2025, 6:39:17 AM",Morning Ride,Ride,,970,5.05,147.0,3,true,,commuter ,activities/17790493569.fit.gz,,12.0,970.0,886.0,5054.7,8.214,5.705,15.0,4.0,-2.2,9.8,10.6,0.2,,,,,147.0,119.0,,98.0,169.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1765346400.0,3.0,11.1,6.2,9.9,0.92,1013.2,5.8,12.0,219.0,0.0,1765352428.0,1765380668.0,0.625,13396594.0,,0.0,1.0,0.98,26528.0,0.0,,,,,,5.211,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16695759761,"Dec 9, 2025, 4:58:19 PM",Afternoon Ride,Ride,,886,5.08,157.0,9,true,,commuter ,activities/17785501472.fit.gz,,12.0,886.0,845.0,5083.7,8.033,6.016,20.0,16.0,0.6,7.8,12.5,0.1,,,,,157.0,136.0,,111.0,214.0,,,9.0,,,,,,,,,,,,,1.0,,1.0,,1765296000.0,8.0,12.3,5.3,9.2,0.81,1007.4,8.7,13.2,188.0,0.0,1765265973.0,1765294277.0,0.625,13396594.0,,0.76,5.0,0.88,31663.0,0.0,,,,,,5.738,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
16690883670,"Dec 9, 2025, 6:23:40 AM",Morning Ride,Ride,,943,5.05,135.0,3,true,,commuter ,activities/17780565257.fit.gz,,12.0,943.0,847.0,5054.4,8.3,5.967,10.0,2.0,-2.4,7.8,13.5,0.2,,,,,135.0,120.0,,93.0,167.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1765260000.0,3.0,11.2,6.9,9.8,0.91,1010.5,5.2,10.1,185.0,0.0,1765265959.0,1765294282.0,0.625,13396594.0,,0.82,5.0,0.95,29954.0,0.0,,,,,,5.36,0.0,,,,,1.1,,,,,,,,,,,,,,,,""
16685860300,"Dec 8, 2025, 4:32:29 PM",Afternoon Ride,Ride,,938,5.00,159.0,8,true,,commuter ,activities/17775484930.fit.gz,,12.0,938.0,821.0,5003.1,8.575,6.094,11.0,12.0,3.2,10.0,13.9,-0.1,,,,,159.0,133.0,,90.0,193.0,,,8.0,,,,,,,,,,,,,1.0,,1.0,,1765209600.0,3.0,12.9,7.7,10.6,0.86,1011.1,6.6,12.5,225.0,0.0,1765179494.0,1765207892.0,0.625,13396594.0,,0.83,5.0,0.98,31782.0,0.0,,,,,,5.334,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
16685697019,"Dec 8, 2025, 3:49:26 PM",Afternoon Weight Training,Weight Training,,2295,0,144.0,5,false,,,activities/17775318396.fit.gz,,,2295.0,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,144.0,94.0,,,242.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,10.0,,,,,,,,,,""
16681249451,"Dec 8, 2025, 5:56:34 AM",Morning Ride,Ride,,885,5.08,135.0,2,true,,commuter ,activities/17770778283.fit.gz,,12.0,885.0,822.0,5082.3,8.083,6.183,13.0,8.0,-0.6,9.6,31.3,0.1,,,,,135.0,117.0,,101.0,152.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,1765170000.0,8.0,10.3,3.2,9.1,0.92,1008.6,8.1,12.8,228.0,0.0,1765179507.0,1765207899.0,0.625,13396594.0,,0.71,5.0,0.74,28738.0,0.0,,,,,,5.743,0.0,,,,,1.11,,,,,,,,,,,,,,,,""
16673982147,"Dec 7, 2025, 10:29:13 AM",ROUVY - Threshold Over-Unders Lite | Lucinda Brand's favourite,Virtual Ride,⭐ 206 XP | 🚀 level 58 | 🚲 ROUVY Official | 📍 ridden in 🇳🇱 | 🌍 28/70 travel progress | https://rouvy.com/world,2099,17.83,159.0,20,false,,Kickr Shift,activities/17763383216.fit.gz,,10.0,2099.0,2099.0,17837.8,13.98,8.498,89.0,56.2,2.6,49.2,8.6,0.1,,,114.0,88.0,159.0,134.0,,201.0,404.0,,,20.0,422000.0,,,,,,,,216.0,2100.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,8.498,0.0,,,,,0.0,,32.0,74.0,,,,0.0,,,,,,,,,media/72535dc4-4d53-422c-8d3f-0ee1943956a5.jpg|media/c9a8f198-c136-42ab-9f87-970c1779d9c8.jpg|media/1202da48-1c4a-4ab8-80c5-6a6cab705c9f.jpg|media/c010fa3b-ab4f-4509-87e7-31cb08695a54.jpg
16664874293,"Dec 6, 2025, 11:15:16 AM",ROUVY - Euphoric Reaction | Keep it fun with ROUVY,Virtual Ride,⭐ 188 XP | 🚀 level 58 | 🚲 ROUVY Official | 📍 ridden in 🇿🇦 | 🌍 28/70 travel progress | https://rouvy.com/world,1863,13.27,160.0,29,false,,Kickr Shift,activities/17754103232.fit.gz,,10.0,1863.0,1863.0,13272.7,20.08,7.124,212.0,204.0,113.6,305.6,10.2,0.0,,,97.0,89.0,160.0,144.0,,216.0,382.0,,,29.0,400000.0,,,,,,,,224.0,1864.0,,,0.0,,1.0,,,,,,,,,,,,,,,,15062241.0,,,,,,,,,,,,7.124,0.0,,,,,0.0,,30.0,77.0,,,,0.0,,,,,,,,,media/2c68c553-a655-4703-8b42-c04f5a702b80.jpg|media/bdc6a084-542a-4392-972c-cace14dcb4f0.jpg|media/1f0f14e3-8dad-4a55-acd0-489f571f0a5c.jpg|media/d40a7545-8132-4137-8a82-2546f6b300de.jpg
16657766478,"Dec 5, 2025, 3:10:38 PM",Afternoon Ride,Ride,,831,4.98,163.0,14,true,,commuter ,activities/17746882457.fit.gz,,12.0,831.0,762.0,4988.3,9.033,6.546,5.0,6.0,1.0,6.8,28.6,-0.1,,,,,163.0,148.0,,102.0,219.0,,,14.0,,,,,,,,,,,,,1.0,,1.0,,1764946800.0,3.0,5.9,1.4,3.9,0.87,1009.4,4.5,8.3,173.0,0.0,1764920081.0,1764948748.0,0.5,13396594.0,,0.0,1.0,0.89,29546.0,0.0,,,,,,6.003,0.0,,,,,1.08,,,,,,,,,,,,,,,,""
16654361572,"Dec 5, 2025, 6:40:38 AM",Morning Ride,Ride,,1032,5.02,148.0,6,true,,commuter ,activities/17743412548.fit.gz,,12.0,1032.0,846.0,5020.7,8.84,5.935,6.0,1.0,-1.6,7.2,8.6,0.1,,,,,148.0,132.0,,92.0,201.0,,,6.0,,,,,,,,,,,,,1.0,,1.0,,1764914400.0,3.0,4.0,1.3,3.4,0.96,1008.0,3.2,5.5,185.0,0.0,1764920083.0,1764948756.0,0.5,13396594.0,,0.0,1.0,0.74,11887.0,0.0,,,,,,4.865,0.0,,,,,1.09,,,,,,,,,,,,,,,,""
16646876694,"Dec 4, 2025, 10:39:29 AM",Lunch Weight Training,Weight Training,,2389,0,148.0,5,false,,,activities/17735828624.fit.gz,,,2389.0,2389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,99.0,,,286.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,8.0,,,,,,,,,,""
